Puntaje crediticio,Ingresos mensuales (USD),Monto del préstamo (USD),¿Default/No default?
2.1,926.3,44016.2,1
1.5,5488.3,34052.9,0
4.6,6956.2,25461.7,0
5.1,4490.5,36502.1,0
2.9,121.7,41255.2,1
4.1,5370.1,28418.7,0
4.1,3401.9,37802.9,1
3.9,5072.7,20479.3,0
3.2,3145.6,44140.9,1
1.4,5099.6,27943.6,0
0.1,642.1,47820.7,1
1.0,634.4,37729.0,1
0.3,1277.5,42077.4,1
5.4,6859.7,32468.7,0
0.3,4834.3,31757.3,0
2.0,5356.9,35112.0,0
5.1,3791.3,47874.3,1
1.4,4652.0,27330.8,0
6.7,1562.5,36089.0,1
2.1,3065.6,40870.8,1
1.7,3895.1,49157.8,1
1.4,4163.8,49772.6,1
1.0,3981.7,41169.4,1
5.2,6796.4,38696.6,0
1.8,5990.8,20915.6,0
5.1,5613.8,33930.9,0
4.1,5127.4,24734.6,0
4.4,2734.5,40665.5,1
5.9,327.3,44430.7,1
4.2,5421.2,23434.2,0
4.2,2576.9,36084.7,1
4.8,6075.4,39992.2,0
2.4,4719.4,46996.6,1
0.3,4645.2,38212.5,1
2.8,4206.7,25687.7,0
3.2,4794.5,41731.2,1
3.3,6255.0,39350.9,0
0.6,6734.9,28466.1,0
2.0,6392.3,37836.2,0
2.0,4911.2,38833.6,0
3.7,3744.5,38470.5,1
2.8,5915.7,32489.8,0
3.7,4602.4,28023.2,0
4.0,5294.6,34769.1,0
1.3,6355.5,30821.4,0
3.1,4382.4,39748.9,0
2.3,6479.7,38790.2,0
0.1,6346.9,32374.2,0
5.6,2694.5,46671.9,1
2.9,5273.3,39803.2,0
2.6,2547.2,40678.3,1
1.0,5715.5,35234.8,0
4.9,1880.5,49288.6,1
1.7,4301.6,43465.3,1
3.2,2227.3,41355.5,1
6.5,2735.5,43284.9,1
0.8,4762.3,44578.9,1
3.2,1463.1,41924.8,1
0.1,5130.3,41256.2,0
0.3,6436.1,26796.9,0
3.9,6337.1,34513.2,0
2.7,3323.6,37281.0,1
3.5,6269.2,26255.7,0
2.5,5838.2,24514.3,0
1.2,1949.6,49851.8,1
4.3,4569.7,33770.8,0
1.8,5868.7,38013.7,0
3.8,5501.4,25651.6,0
4.8,2603.7,37500.1,1
2.2,4553.2,29477.8,0
1.1,4604.4,35012.6,0
1.5,1703.7,36593.4,1
0.0,6557.3,31633.6,0
5.1,4614.8,37478.4,0
4.3,5594.8,41812.2,0
0.8,4650.8,37143.1,0
4.6,5036.8,29378.3,0
3.4,4290.8,34672.2,0
4.8,5793.1,36309.8,0
0.2,1731.8,47819.3,1
6.2,2209.2,49806.8,1
3.4,5751.3,38597.6,0
1.8,576.7,39298.7,1
5.7,2372.9,43817.6,1
1.5,5733.6,41628.1,0
3.8,353.4,42546.8,1
6.3,4094.8,37002.1,1
2.3,5888.5,23565.4,0
3.0,3456.2,42030.2,1
5.0,2402.0,36224.8,1
1.3,6258.3,32937.0,0
4.9,3815.6,49802.7,1
4.5,4303.1,32949.9,0
4.5,1652.3,42632.6,1
1.5,4635.8,36668.7,0
1.2,6454.3,23344.6,0
1.4,5009.3,21177.7,0
0.9,2712.6,44409.8,1
3.5,4519.6,36461.1,0
3.4,886.5,41912.5,1
0.5,1744.9,45370.3,1
3.7,2013.6,37112.9,1
4.3,6411.2,35895.1,0
2.4,4918.9,37003.4,0
3.2,1519.9,40944.4,1
2.4,5132.8,36618.9,0
6.1,2181.5,40059.8,1
3.9,2704.0,48024.3,1
5.5,4540.6,36460.4,1
4.7,832.3,47219.4,1
4.3,2197.6,42832.8,1
3.0,5212.2,35513.0,0
1.2,6176.9,24288.4,0
1.1,1498.0,41821.6,1
1.6,3016.9,45389.4,1
1.0,1669.7,41005.2,1
4.2,4705.0,41992.2,0
1.9,4435.5,23090.0,0
3.7,5170.9,41883.9,0
5.2,3055.6,43526.2,1
2.5,581.2,45839.2,1
1.2,4456.6,41652.1,1
4.9,629.1,47520.7,1
1.0,4464.6,41012.9,1
5.2,3627.8,40817.9,1
0.0,4357.4,24582.7,0
2.0,690.2,39441.1,1
5.1,4744.8,30227.3,0
1.9,4277.5,44519.6,1
4.9,5504.8,34934.7,0
3.5,3391.5,47178.1,1
0.6,3773.9,37600.1,1
3.1,5655.9,29002.5,0
1.3,3509.6,38979.0,1
0.1,2098.9,46442.6,1
3.2,854.0,39196.0,1
3.4,4602.1,32470.0,0
4.6,6345.7,41939.3,0
1.5,2703.3,45536.0,1
4.4,1504.4,43905.4,1
2.1,5967.3,30875.8,0
5.0,1054.3,44017.5,1
0.8,4291.3,22323.5,0
3.9,4416.1,21835.5,0
4.1,5978.9,34891.8,0
6.0,735.5,37415.4,1
4.4,1430.7,46628.3,1
3.8,5878.1,38745.6,0
2.3,6784.5,28134.3,0
0.5,229.3,38836.8,1
1.6,4604.4,31580.9,0
0.8,2825.6,39896.2,1
1.2,5191.4,36957.8,0
3.5,5307.5,29986.0,0
2.6,6829.7,25426.5,0
0.4,5978.9,32520.9,0
4.2,5677.5,24099.1,0
0.0,4919.4,34859.1,0
3.0,6170.0,27668.9,0
4.1,6254.7,25274.2,0
0.9,3664.7,49458.2,1
1.1,3546.5,37446.7,1
4.6,4944.2,41673.2,0
2.2,5563.6,23771.5,0
6.5,15.2,42863.2,1
0.3,6909.1,34828.2,0
2.5,5144.7,21674.2,0
4.7,6728.7,35842.4,0
5.4,6554.5,35579.1,0
0.5,1925.5,39650.2,1
5.1,6725.5,31310.5,0
3.7,5412.4,25331.1,0
3.2,6850.8,39747.5,0
2.7,4598.9,28621.5,0
2.3,6926.8,31547.3,0
2.6,5388.1,26907.0,0
1.8,4441.4,45676.6,1
5.5,1787.9,49293.1,1
3.6,2930.3,36302.5,1
3.5,5962.7,35540.5,0
0.1,2018.1,44232.9,1
1.6,2626.3,44062.8,1
0.7,1248.1,41717.1,1
5.2,4595.4,45689.5,1
7.0,3484.5,44232.2,1
2.6,1697.5,40609.1,1
5.6,2969.2,44339.8,1
3.6,5717.7,32005.4,0
5.0,5445.9,30848.0,0
5.3,4574.3,37836.7,1
0.2,3996.6,48895.9,1
1.0,4987.6,23799.0,0
3.4,4639.3,28469.4,0
0.8,171.9,43977.9,1
1.2,2283.9,46900.7,1
3.2,3662.5,37309.2,1
3.7,4831.3,31703.5,0
3.1,4053.5,47158.4,1
2.1,4699.2,22930.2,0
5.4,5615.1,40944.2,0
4.7,4568.4,30167.1,0
6.5,1707.2,36874.0,1
5.1,2209.1,48234.5,1
0.7,2525.2,36172.8,1
1.8,4285.2,38009.9,0
2.9,5828.5,22837.3,0
5.7,4020.4,49650.5,1
5.0,5577.8,41443.7,0
4.7,4138.5,41991.8,1
3.9,1939.0,43713.6,1
1.3,2252.2,48085.4,1
2.1,1616.7,42304.6,1
0.8,1905.2,47281.5,1
0.9,4881.0,27964.3,0
2.2,1213.4,45538.6,1
2.4,2975.6,41350.7,1
3.3,3672.4,36352.9,1
5.0,4203.3,24042.1,0
4.7,4880.6,38485.3,0
1.7,830.8,47931.1,1
6.0,883.0,44339.2,1
1.5,5455.1,27101.3,0
1.5,5722.4,27394.4,0
5.3,5944.9,25970.0,0
1.1,5910.6,28102.6,0
1.0,2947.7,48412.2,1
0.1,4322.6,39357.4,1
1.7,6570.2,39375.0,0
3.7,2403.4,38942.3,1
3.0,2606.7,46537.1,1
2.5,6997.8,41923.9,0
1.7,3309.3,45758.4,1
2.9,3725.5,38207.6,1
1.2,920.0,39229.7,1
2.7,3062.2,37884.9,1
0.8,5234.8,20470.3,0
4.8,4669.3,49056.7,1
4.8,4669.7,20492.9,0
1.3,6547.0,24619.7,0
1.0,4496.3,27813.8,0
4.9,4258.4,31200.3,0
2.3,5693.6,25038.6,0
3.1,4476.8,30311.1,0
1.7,4809.6,37272.8,0
3.5,3207.3,37575.0,1
3.5,2169.9,36085.0,1
4.6,2874.3,49891.5,1
5.1,2738.1,48394.5,1
7.4,257.8,40082.6,1
0.2,4421.5,42927.5,1
1.3,3060.0,46520.2,1
6.1,4204.3,49354.8,1
5.4,6224.7,32221.2,0
6.0,2916.2,49455.0,1
3.6,6929.5,34400.3,0
0.2,5937.0,37765.8,0
1.5,6113.2,29469.2,0
0.1,6441.1,32610.9,0
2.1,5039.9,27467.6,0
3.4,5766.9,32833.1,0
2.5,5842.1,40986.6,0
6.1,2920.3,45060.0,1
0.0,4116.9,36950.6,1
0.4,5380.0,25771.2,0
3.3,4616.1,29122.9,0
2.7,3385.4,38393.4,1
4.8,2229.8,36424.5,1
1.9,6672.4,21707.2,0
5.9,535.0,36247.8,1
2.5,1680.5,39280.2,1
7.4,3136.3,49550.7,1
7.1,4355.8,46555.0,1
1.0,5543.1,38766.9,0
5.0,4397.6,38160.4,0
2.5,6809.2,22913.4,0
5.5,4662.7,31416.3,0
4.4,1276.9,37339.8,1
0.7,6356.4,40053.6,0
5.3,2435.3,44633.2,1
7.3,627.3,42486.1,1
7.3,3723.6,43276.4,1
2.1,5256.9,40103.5,0
2.8,4828.3,38201.6,0
6.5,2347.2,39590.6,1
4.1,771.9,37692.8,1
3.7,4490.5,44027.9,1
4.1,5898.2,36480.2,0
4.3,5277.3,35549.4,0
3.5,4693.4,35295.6,0
2.2,1769.0,37681.1,1
3.9,5902.2,31935.2,0
6.3,4265.2,39719.4,1
1.1,4579.7,27514.6,0
7.5,685.2,40091.6,1
4.2,4745.6,46599.6,1
4.3,3044.8,48639.8,1
0.8,5915.8,38417.9,0
3.5,1743.6,36143.7,1
1.5,4482.9,41976.3,0
5.2,4444.4,32731.2,0
7.0,3286.6,39635.1,1
3.1,4216.5,41207.7,1
2.1,5124.7,34652.7,0
1.0,757.1,46988.9,1
2.6,6731.7,24742.8,0
0.4,2666.6,36732.4,1
6.3,4238.6,39363.3,1
1.2,3164.4,38331.9,1
1.8,429.1,36878.3,1
7.4,2420.7,36469.5,1
6.7,664.0,47649.0,1
5.3,1707.1,42250.8,1
3.7,2077.6,44773.8,1
5.4,3751.2,47673.6,1
3.8,6275.4,29088.0,0
5.2,2677.2,39404.2,1
0.9,4639.6,27209.6,0
1.9,3820.3,44928.2,1
2.9,1489.8,43530.5,1
3.3,6611.4,29261.0,0
5.3,4489.9,32880.1,0
3.9,3070.2,37722.1,1
3.0,3939.2,45864.2,1
1.9,4970.6,21163.4,0
3.1,4538.6,37182.9,1
2.8,5048.2,33542.6,0
6.2,2957.9,44982.7,1
6.1,1411.2,36334.9,1
0.1,5142.7,29275.0,0
6.5,168.9,44418.3,1
0.8,6374.3,25525.1,0
2.4,4520.3,45454.1,1
2.9,4816.4,37822.0,0
4.0,4277.9,47964.2,1
0.6,1982.3,42549.9,1
0.7,1050.4,48742.1,1
6.0,1341.7,36336.5,1
2.3,1333.6,38651.1,1
4.5,4083.3,40887.4,1
5.0,5258.0,39642.4,0
1.5,6711.2,32183.6,0
0.6,1325.0,42449.7,1
4.9,3697.6,41730.1,1
1.1,5391.3,24564.9,0
4.8,6742.1,27818.0,0
0.3,1858.5,45704.9,1
3.5,2580.8,39390.6,1
5.8,15.8,37311.0,1
0.4,2236.0,44124.2,1
4.4,4873.9,23923.2,0
5.4,4978.4,41357.1,0
2.2,5306.5,34210.0,0
1.4,2727.4,44055.7,1
0.4,3294.3,46650.8,1
5.1,5732.8,35622.4,0
1.2,5892.9,27103.9,0
1.2,5042.4,21907.4,0
5.6,3722.9,36251.4,1
0.4,1761.7,36951.7,1
3.1,4585.8,27989.1,0
4.6,1221.8,49347.3,1
7.1,3104.2,38005.5,1
4.0,3276.1,45554.2,1
2.9,6986.5,21016.5,0
2.0,2012.5,46521.0,1
3.9,5498.8,34638.2,0
7.3,3052.8,39447.5,1
5.4,4329.4,33092.9,0
5.5,805.6,37338.8,1
2.5,4586.3,39638.1,0
1.8,6974.9,20803.9,0
1.2,4836.4,28300.9,0
7.1,1595.1,37345.0,1
0.8,4719.2,26214.4,0
1.7,4466.5,36679.9,0
5.6,3707.9,47592.1,1
1.9,4829.6,20209.9,0
2.1,5872.7,26081.1,0
6.9,1595.2,37278.8,1
3.1,200.7,44839.8,1
1.2,1582.4,36141.1,1
2.0,575.9,37135.0,1
4.7,2451.2,40119.9,1
2.8,1826.0,40888.4,1
1.9,3460.9,44608.8,1
5.3,4106.0,47651.3,1
6.6,3409.7,37872.2,1
0.8,4554.1,21253.6,0
3.0,4335.7,42165.1,1
3.7,1799.6,38683.7,1
0.7,4446.0,27487.0,0
4.4,4439.5,27688.7,0
4.1,3702.3,36742.2,1
5.0,6169.6,41829.2,0
0.3,6061.3,23230.8,0
5.2,2096.5,49837.5,1
0.5,4945.7,31619.5,0
4.5,5652.0,36377.7,0
0.8,535.6,41842.3,1
4.7,4871.3,26294.1,0
2.8,5593.9,33896.6,0
4.1,226.0,43209.1,1
4.1,4869.2,29115.3,0
0.7,2641.8,36333.8,1
5.3,6350.4,29553.6,0
3.3,5219.2,22340.0,0
0.6,4304.4,32099.8,0
1.2,4497.1,49438.2,1
3.0,5484.4,29788.9,0
0.9,4412.1,36443.1,1
6.4,1535.9,40311.9,1
2.0,5023.5,24240.5,0
3.7,977.4,49781.9,1
0.2,1040.1,48530.1,1
0.4,1349.4,49507.4,1
4.8,6465.1,38036.0,0
3.3,5023.2,39027.1,0
4.3,5702.9,20525.4,0
4.4,5753.3,26669.7,0
3.7,6647.8,29117.0,0
3.3,6010.2,29593.8,0
4.4,2266.9,44615.7,1
4.0,4730.9,36263.9,1
2.0,4898.3,24036.4,0
4.4,6063.8,24327.1,0
5.9,1946.9,40331.9,1
3.5,2169.9,40138.1,1
3.3,3642.5,40812.5,1
4.5,4525.7,25173.7,0
0.3,3157.2,43513.3,1
4.4,2970.1,49335.4,1
4.6,4114.7,37350.0,1
3.1,5628.5,36590.6,0
3.4,607.8,39821.3,1
1.4,59.3,40801.9,1
3.2,1894.4,40572.1,1
0.7,2414.0,37744.4,1
4.3,5859.4,29344.0,0
3.4,4456.3,21082.0,0
2.8,4294.8,31107.4,0
3.1,6038.5,20772.3,0
1.7,5603.1,24046.1,0
2.0,6238.8,23899.5,0
1.6,5761.4,32432.5,0
5.3,6159.7,38845.2,0
2.7,4396.4,43117.4,1
1.1,3602.6,44059.8,1
3.6,711.7,49712.9,1
3.2,6276.8,38288.2,0
0.6,4907.8,26477.9,0
1.0,742.0,37748.4,1
3.6,4807.3,21829.4,0
7.5,4352.4,42761.4,1
4.5,4709.7,49309.8,1
0.7,1864.6,39287.4,1
4.5,5036.5,28015.5,0
0.0,2195.1,37533.3,1
2.2,6086.7,31557.2,0
0.9,1189.5,39761.1,1
6.4,288.2,40428.0,1
2.1,6013.7,31863.5,0
1.9,5985.5,38217.6,0
2.9,6372.4,20387.6,0
6.0,401.1,49764.2,1
4.6,5334.0,24571.8,0
4.5,6790.1,38166.4,0
3.2,4559.6,43286.7,1
3.6,4798.3,25427.0,0
5.4,6900.2,36870.2,0
5.2,6185.3,24947.4,0
3.6,6747.1,24845.3,0
3.8,5388.1,23154.7,0
4.7,729.5,48060.4,1
0.7,3834.2,45675.7,1
4.3,6059.4,25817.6,0
1.4,5121.3,24351.3,0
1.6,4893.0,40476.6,0
0.9,4369.4,38533.1,1
0.6,860.1,49459.0,1
5.7,4292.6,48030.2,1
1.8,5858.0,22317.2,0
1.9,5912.4,22089.0,0
5.0,2129.2,36303.7,1
7.2,544.2,36388.5,1
5.0,5814.2,20740.8,0
4.5,6728.3,22652.2,0
4.6,6731.5,33894.7,0
2.0,2434.2,36153.0,1
1.6,4650.7,30818.8,0
6.1,2952.9,42796.7,1
2.8,1189.5,37893.0,1
4.4,2028.2,40203.0,1
6.1,3974.7,47427.0,1
6.7,2768.9,36334.0,1
0.6,935.0,46232.5,1
3.7,6941.6,28023.7,0
1.9,6577.2,38050.7,0
5.9,1704.7,39592.1,1
6.0,4488.6,48561.8,1
3.1,5593.4,23988.8,0
3.2,4048.9,42653.0,1
4.0,2994.1,47926.1,1
5.6,2207.5,41167.2,1
0.4,6905.0,39862.5,0
6.3,3061.7,37542.4,1
0.5,6611.0,37282.9,0
3.5,5748.6,20829.4,0
0.3,5376.7,32873.5,0
1.7,427.2,40644.9,1
2.1,5007.9,23534.9,0
7.1,2611.1,45983.1,1
1.7,285.9,38895.2,1
7.0,4060.9,44327.3,1
4.9,4206.7,36611.9,0
6.5,4512.0,37527.4,1
3.6,5323.3,36921.1,0
0.3,6364.9,20073.7,0
3.1,5130.5,31520.8,0
2.2,4400.3,39637.4,0
2.5,804.2,37986.2,1
2.2,307.6,41744.4,1
7.2,1241.5,46431.8,1
3.7,4876.7,30813.5,0
4.6,1375.7,44839.4,1
5.9,3439.6,45299.3,1
5.2,3744.5,36969.8,1
3.9,4743.2,38666.5,0
3.1,6968.9,36027.0,0
2.4,4511.1,44852.2,1
4.8,11.7,47594.5,1
6.2,4431.3,42482.1,1
1.9,4511.5,31235.8,0
4.1,1380.2,37902.0,1
0.4,2534.8,43234.3,1
6.3,1108.3,46849.1,1
6.1,485.6,47464.8,1
6.1,2384.6,47212.4,1
5.2,5272.1,41788.9,0
4.0,4413.3,30523.6,0
0.0,4040.6,42781.7,1
6.8,29.8,46519.8,1
5.1,5821.7,29523.7,0
0.7,4811.9,20524.7,0
4.6,3926.6,46490.6,1
0.2,607.6,43092.5,1
2.1,6574.2,41485.5,0
2.1,4580.3,34727.6,0
4.6,1507.8,41963.1,1
5.8,4300.6,40024.5,1
5.0,1351.9,37762.2,1
7.5,2343.2,45759.0,1
1.2,4132.6,37211.2,1
0.5,1325.4,40065.0,1
5.4,6484.0,30642.9,0
5.4,5054.4,37014.2,0
1.3,5812.7,35108.9,0
4.5,6692.1,32328.9,0
4.6,1191.5,45132.9,1
5.4,683.9,37005.4,1
4.0,4516.0,20502.2,0
4.4,5575.3,28209.7,0
2.4,5331.2,31215.5,0
7.3,485.9,47446.1,1
3.2,6748.4,26088.5,0
4.7,6271.8,38705.5,0
2.4,93.2,46800.4,1
0.3,5696.1,22229.0,0
1.0,2146.8,36584.9,1
1.0,5118.2,40809.5,0
3.4,1687.4,37473.9,1
2.9,4430.8,37518.4,0
0.1,4640.5,30625.3,0
5.4,6355.0,23614.0,0
3.2,5588.2,33618.7,0
6.9,2859.2,38435.9,1
5.2,4457.5,24273.0,0
1.7,6247.1,29397.8,0
7.2,4200.7,45290.7,1
4.5,2963.2,41903.3,1
4.2,5782.1,40280.3,0
4.8,578.0,45627.8,1
0.6,6536.0,23895.2,0
5.6,919.4,38143.4,1
2.8,1732.8,37261.9,1
2.8,5412.7,37036.5,0
1.6,494.0,42147.2,1
3.8,4596.2,41585.7,0
1.5,3543.7,46014.5,1
7.5,1182.3,43609.1,1
1.4,5261.4,20307.8,0
3.7,948.0,49615.1,1
2.8,4688.7,30094.3,0
5.3,4795.8,34322.9,0
3.8,4712.0,34442.6,0
7.4,2680.0,43586.5,1
2.9,6997.5,23944.2,0
4.0,4745.5,47383.8,1
7.3,3047.7,43420.4,1
4.5,6602.2,32546.9,0
2.3,3359.7,44505.5,1
5.2,4279.5,40398.8,0
0.3,353.5,49308.3,1
0.2,2060.3,38021.3,1
2.4,6936.9,35273.2,0
2.7,4014.4,44706.0,1
0.2,2924.9,38040.9,1
6.5,2288.6,41086.5,1
4.0,5923.5,29872.4,0
0.1,4708.1,27205.1,0
4.5,1688.7,39739.5,1
4.6,6465.9,31986.6,0
1.6,1495.6,39850.4,1
2.2,2062.2,45433.2,1
0.8,6080.6,37412.6,0
5.1,960.9,40492.0,1
2.9,4210.6,39879.7,0
5.1,1016.8,41033.8,1
0.3,6221.9,40129.6,0
7.4,557.0,42183.1,1
4.5,146.6,43727.6,1
3.7,4606.0,38287.1,0
5.4,5316.6,35182.7,0
4.9,4402.4,38122.3,1
2.9,5991.7,29687.8,0
5.2,4673.9,24961.4,0
7.1,1111.3,39613.9,1
0.4,4434.4,37165.5,0
7.3,1588.2,47779.4,1
0.6,5513.5,36340.7,0
0.8,4276.8,43413.2,1
3.4,5194.4,40889.1,0
4.9,5571.9,21822.2,0
3.4,5412.6,40098.6,0
5.0,3842.1,40294.9,1
2.4,5519.4,21360.6,0
0.9,2255.9,43054.6,1
3.4,4542.6,22613.8,0
2.4,5209.7,22769.9,0
4.4,5434.3,40376.5,0
5.2,5513.8,41210.9,0
3.1,150.4,42018.7,1
1.9,6048.5,23017.2,0
4.0,4276.6,31011.7,0
4.2,4772.2,33496.1,0
0.1,1789.7,47596.4,1
0.9,5670.0,38614.0,0
1.0,4489.7,40240.9,1
0.2,2692.6,43880.7,1
1.4,1600.1,42086.5,1
6.6,3449.0,41424.9,1
5.3,4494.9,38158.2,0
2.7,6093.8,34229.3,0
3.2,2593.1,44027.7,1
3.5,2989.7,37173.9,1
1.0,6214.3,37376.1,0
5.2,1241.1,42541.2,1
1.3,6791.0,34480.3,0
1.0,4629.1,41277.1,1
0.2,6021.6,32810.3,0
1.3,1961.7,42460.8,1
0.2,5876.7,36383.5,0
1.1,5913.7,39092.5,0
1.2,3438.9,47974.6,1
0.4,530.4,36294.1,1
1.1,2097.0,48467.7,1
2.1,5035.9,41200.7,0
0.9,2894.9,41049.4,1
1.4,6204.8,40269.3,0
2.1,2503.2,40392.5,1
0.2,2331.5,46691.6,1
4.1,2918.8,47449.4,1
3.0,6168.1,41918.7,0
0.2,5712.3,28815.7,0
5.6,448.1,46232.5,1
4.6,1655.8,37527.0,1
2.2,5207.2,27420.3,0
2.3,5406.1,41954.7,0
0.1,6292.4,40235.2,0
5.4,1332.0,47579.0,1
1.4,3495.4,46716.9,1
5.1,5064.4,41643.3,0
3.1,5803.1,29658.7,0
2.6,6593.4,39281.0,0
3.0,2611.9,38429.7,1
0.3,6659.3,38891.9,0
5.4,1255.1,38851.5,1
0.8,3990.9,44031.7,1
0.0,4918.5,39860.6,0
1.7,4630.8,29307.9,0
2.6,5318.7,38024.8,0
4.3,4747.0,25767.8,0
5.7,3209.0,47032.9,1
6.5,1209.6,45785.4,1
0.2,5320.6,21382.2,0
5.4,2024.7,43567.2,1
0.7,5810.4,34690.4,0
5.7,4590.7,46859.8,1
5.0,896.2,43334.8,1
3.8,1520.9,49689.8,1
4.2,4314.7,28567.9,0
1.2,6525.5,27573.8,0
3.3,4324.4,22536.6,0
2.6,6594.9,27388.6,0
5.0,1676.8,47902.9,1
4.8,1777.0,41024.7,1
3.4,2489.9,44808.1,1
0.9,1397.0,40334.1,1
4.8,2337.7,48276.3,1
3.8,4207.9,34012.4,0
2.0,1425.6,40573.8,1
7.3,4080.2,36713.4,1
1.4,1974.4,40444.1,1
4.5,6209.3,30435.3,0
4.3,1361.4,45768.4,1
4.3,4626.9,42176.5,1
5.3,5651.3,26641.1,0
2.3,3930.3,38042.5,1
0.1,4306.2,25900.4,0
0.9,5590.0,31342.4,0
0.7,1691.1,38067.0,1
5.2,1147.2,47173.6,1
3.5,503.8,44661.9,1
3.4,3141.9,44136.3,1
3.9,4797.3,21879.0,0
0.8,6519.7,33187.2,0
0.2,6021.0,34150.2,0
6.8,3302.2,36746.7,1
0.0,1632.6,46307.5,1
3.4,2872.6,42152.0,1
4.2,2778.7,40069.8,1
0.6,5540.2,31315.2,0
0.0,2106.7,36502.2,1
4.7,3897.6,48238.4,1
0.9,6205.1,33478.8,0
6.5,4680.1,45262.2,1
7.2,553.8,49852.1,1
2.4,1860.5,37906.7,1
5.8,3094.6,44289.1,1
3.4,5244.0,23405.9,0
5.0,2825.9,38225.3,1
1.5,5577.4,39767.1,0
0.7,4338.7,23687.2,0
2.0,4908.0,40970.0,0
2.7,5176.3,39345.2,0
3.2,4534.7,39667.1,1
3.3,6399.9,25626.8,0
0.7,5506.8,40229.6,0
3.3,4844.8,21820.5,0
2.3,5530.0,30716.0,0
4.0,1540.4,37425.9,1
2.6,6152.4,29595.5,0
0.6,4260.9,33248.3,0
5.9,1397.5,46051.2,1
6.9,161.9,41741.6,1
0.9,5610.4,32053.4,0
0.1,3962.5,47308.5,1
5.1,4553.5,39284.7,1
1.6,2699.0,45479.4,1
7.4,4156.7,39296.4,1
3.5,5662.1,37533.1,0
1.4,5887.3,27153.2,0
1.9,5683.0,28153.9,0
2.8,4408.4,39247.5,0
6.7,2933.7,38942.0,1
3.5,5605.1,27103.0,0
2.8,6895.6,39357.4,0
2.3,4300.9,29929.2,0
2.2,3245.7,39179.2,1
4.9,1666.8,48322.7,1
4.1,3549.6,40970.9,1
4.5,5384.3,24413.8,0
6.1,1166.8,46060.4,1
7.1,3247.3,40287.9,1
4.8,5124.0,40278.4,0
0.5,3120.4,36589.4,1
3.5,5990.0,26535.4,0
3.0,4579.4,40208.3,0
6.1,682.7,42178.2,1
0.9,4376.4,30346.2,0
0.8,2838.9,48430.1,1
0.6,5305.2,40973.3,0
3.8,3762.7,40111.4,1
2.8,6978.4,22266.4,0
6.9,2954.8,43776.6,1
0.7,3192.8,49165.9,1
1.1,1599.2,36618.9,1
0.7,3530.6,48025.7,1
3.6,2701.7,49466.2,1
6.7,3851.8,46549.0,1
4.3,571.7,46304.5,1
5.2,6379.5,28374.1,0
1.6,3763.2,37635.2,1
1.6,4184.2,38648.6,1
2.2,6471.8,28013.9,0
1.5,4341.4,24398.2,0
3.8,1026.4,38473.5,1
0.2,2669.9,43545.4,1
1.5,6698.3,34211.1,0
1.0,4592.0,41148.3,0
6.5,2103.9,47341.9,1
6.5,4240.5,39788.6,1
0.0,904.9,36082.6,1
3.8,5711.6,26094.8,0
1.6,3734.4,40422.3,1
5.8,3570.6,39429.8,1
2.1,5118.7,36634.2,0
3.1,6530.6,36891.5,0
1.1,5068.2,41519.0,0
5.3,6027.8,21085.2,0
0.1,5736.5,36757.9,0
3.1,4985.2,23605.1,0
5.1,2569.1,41173.6,1
1.8,3888.7,37916.2,1
0.3,2662.1,43860.0,1
5.3,4084.3,42375.2,1
1.8,176.7,47557.3,1
2.9,4631.1,40735.6,1
0.2,5890.5,35787.2,0
6.4,1854.5,44853.3,1
4.4,6590.2,24043.6,0
1.1,4488.8,37339.2,0
0.4,6427.1,20877.4,0
2.5,4494.3,35115.7,0
3.0,4850.2,25936.2,0
3.2,6195.3,28874.3,0
1.0,4510.1,34602.5,0
3.2,1712.8,44060.2,1
4.7,6007.8,24962.1,0
2.4,5683.8,39941.8,0
2.0,1506.6,47947.9,1
4.2,5678.7,28246.3,0
0.1,2097.3,46704.0,1
6.3,4217.6,41977.5,1
3.1,3562.7,48416.8,1
1.4,6874.7,20274.0,0
0.8,5659.0,33589.0,0
1.1,2966.1,39776.9,1
4.7,3889.3,36339.8,1
4.0,6645.0,39868.8,0
0.9,5980.0,41976.6,0
5.4,4226.1,36775.2,0
0.0,6269.1,32319.3,0
6.1,1299.4,45815.1,1
5.3,3003.7,43684.1,1
1.0,1071.4,36976.2,1
3.8,3307.5,37179.1,1
7.1,2370.3,41857.7,1
2.5,5579.6,21446.5,0
0.9,4454.0,34313.2,0
6.0,2132.5,42964.3,1
5.9,826.0,37222.5,1
6.8,845.3,46511.1,1
4.2,2075.6,49378.2,1
6.7,4003.0,43269.9,1
1.6,6412.7,41050.1,0
2.5,4217.6,20930.0,0
3.0,6395.6,26605.5,0
2.9,6500.2,33478.6,0
2.4,1277.9,37325.4,1
4.1,5794.1,32445.6,0
1.8,5617.7,28627.5,0
4.5,3713.3,37638.0,1
0.9,2958.1,37572.0,1
0.8,1530.6,46770.1,1
2.3,5869.9,34214.6,0
5.1,3632.5,49048.9,1
4.1,3125.8,49802.9,1
4.5,753.7,41643.3,1
1.2,2457.2,38551.1,1
2.0,5060.9,32685.3,0
5.7,1833.9,39606.2,1
0.2,6351.5,21054.0,0
3.4,6598.3,32980.3,0
4.8,4948.6,35003.8,0
4.2,5657.4,38997.8,0
2.5,6933.1,27440.8,0
5.3,5755.2,28546.8,0
